거래일자,거래시간,지역,  태양광 발전량(MWh)  ,  풍력 발전량(MWh)  
2023-03-19,15,경기도,195.4551,0.048854
2023-03-19,16,경기도,158.500527,0.054298
2023-03-19,17,경기도,104.787438,0
2023-03-19,18,경기도,45.593332,0.00396
2023-03-19,19,경기도,17.821206,0
2023-03-19,20,경기도,17.726274,0
2023-03-19,21,경기도,21.14489,0
2023-03-19,22,경기도,19.321551,0
2023-03-19,23,경기도,11.48839,0
2023-03-19,24,경기도,5.091284,0
2023-03-19,01,강원도,2.512022,85.682574
2023-03-19,02,강원도,0.656449,75.687657
2023-03-19,03,강원도,0.0008,59.015558
2023-03-19,04,강원도,0.0004,49.764345
2023-03-19,05,강원도,0,40.978299
2023-03-19,06,강원도,0,26.866204
2023-03-19,07,강원도,1.187178,12.796005
2023-03-19,08,강원도,48.117722,5.029561
2023-03-19,09,강원도,169.126817,0.591397
2023-03-19,10,강원도,298.077899,8.513747
2023-03-19,11,강원도,315.535968,11.464384
2023-03-19,12,강원도,349.676712,14.019545
2023-03-19,13,강원도,366.278768,17.642512
2023-03-19,14,강원도,374.570862,25.884763
2023-03-19,15,강원도,370.46673,37.742704
2023-03-19,16,강원도,306.861255,48.638565
2023-03-19,17,강원도,196.724881,64.45848
2023-03-19,18,강원도,83.738288,72.101958
2023-03-19,19,강원도,60.269327,66.757858
2023-03-19,20,강원도,78.840581,83.860913
2023-03-19,21,강원도,80.334163,98.722666
2023-03-19,22,강원도,69.850009,96.972858
2023-03-19,23,강원도,36.058134,77.076245
2023-03-19,24,강원도,8.507337,90.615093
2023-03-19,01,경상남도,0.872256,13.173727
2023-03-19,02,경상남도,0.5988,15.337503
2023-03-19,03,경상남도,0.65088,23.100802
2023-03-19,04,경상남도,0.59232,23.816564
2023-03-19,05,경상남도,0.59328,27.061807
2023-03-19,06,경상남도,0.59328,22.74067
2023-03-19,07,경상남도,1.50524,19.091337
2023-03-19,08,경상남도,36.176003,12.834328
2023-03-19,09,경상남도,127.45769,2.63345
2023-03-19,10,경상남도,225.808108,4.74216
2023-03-19,11,경상남도,264.619722,4.55592
2023-03-19,12,경상남도,302.579753,2.536876
2023-03-19,13,경상남도,317.282801,0.694952
2023-03-19,14,경상남도,319.261911,2.054703
2023-03-19,15,경상남도,307.029774,2.283398
2023-03-19,16,경상남도,253.902078,2.998522
2023-03-19,17,경상남도,164.408929,2.554162
2023-03-19,18,경상남도,67.141802,2.043588
2023-03-19,19,경상남도,27.332454,1.793028
2023-03-19,20,경상남도,32.080836,4.30488
2023-03-19,21,경상남도,33.493407,4.42872
2023-03-19,22,경상남도,23.467996,9.250995
2023-03-19,23,경상남도,13.93924,8.948242
2023-03-19,24,경상남도,5.764833,6.919806
2023-03-19,01,경상북도,5.302228,173.471911
2023-03-19,02,경상북도,2.09334,175.183203
2023-03-19,03,경상북도,0.071812,157.834213
2023-03-19,04,경상북도,0.030734,157.321374
2023-03-19,05,경상북도,0,164.570749
2023-03-19,06,경상북도,0,120.44613
2023-03-19,07,경상북도,1.684575,81.011342
2023-03-19,08,경상북도,58.253184,44.850589
2023-03-19,09,경상북도,203.765525,24.544678
2023-03-19,10,경상북도,358.664586,35.924391
2023-03-19,11,경상북도,394.507878,30.996003
2023-03-19,12,경상북도,443.485144,24.502998
2023-03-19,13,경상북도,463.704181,17.620222
2023-03-19,14,경상북도,473.31715,27.880049
2023-03-19,15,경상북도,475.286237,30.455971
2023-03-19,16,경상북도,391.908531,32.594394
2023-03-19,17,경상북도,254.923583,36.287945
2023-03-19,18,경상북도,107.02443,31.39832
2023-03-19,19,경상북도,41.460314,29.584261
2023-03-19,20,경상북도,64.04886,37.090658
2023-03-19,21,경상북도,69.820396,37.722918
2023-03-19,22,경상북도,63.300354,16.882084
2023-03-19,23,경상북도,42.973938,33.681448
2023-03-19,24,경상북도,15.757085,38.615905
2023-03-19,01,전라남도,3.481327,91.020032
2023-03-19,02,전라남도,0.370676,67.154215
2023-03-19,03,전라남도,0.017152,47.287027
2023-03-19,04,전라남도,0.00936,47.202296
2023-03-19,05,전라남도,0,62.031435
2023-03-19,06,전라남도,0.012792,56.247617
2023-03-19,07,전라남도,1.844735,38.646878
2023-03-19,08,전라남도,151.565111,29.69943
2023-03-19,09,전라남도,611.669737,20.015152
2023-03-19,10,전라남도,1176.925508,22.958925
2023-03-19,11,전라남도,1115.986154,27.800089
2023-03-19,12,전라남도,1279.225566,39.405176
2023-03-19,13,전라남도,1380.415808,46.918571
2023-03-19,14,전라남도,1503.199488,28.086395
2023-03-19,15,전라남도,1687.833195,31.250294
2023-03-19,16,전라남도,1428.218793,34.50115
2023-03-19,17,전라남도,885.772551,45.519391
2023-03-19,18,전라남도,663.150083,39.832644
2023-03-19,19,전라남도,507.095572,37.527159
2023-03-19,20,전라남도,506.152263,26.124887
2023-03-19,21,전라남도,471.941618,8.867226
2023-03-19,22,전라남도,317.151084,1.891206
2023-03-19,23,전라남도,78.844827,0.451467
2023-03-19,24,전라남도,29.218178,0.646376
2023-03-19,01,전라북도,1.96755,5.54775
2023-03-19,02,전라북도,0.750545,1.060697
2023-03-19,03,전라북도,0.289577,9.623139
2023-03-19,04,전라북도,0.033864,18.391668
2023-03-19,05,전라북도,0.024516,9.140127
2023-03-19,06,전라북도,0.0009,3.70416
2023-03-19,07,전라북도,1.129394,1.344
2023-03-19,08,전라북도,55.164861,0
2023-03-19,09,전라북도,199.928003,0
2023-03-19,10,전라북도,359.860491,0.697847
2023-03-19,11,전라북도,440.59785,0.875021
2023-03-19,12,전라북도,499.634495,0.189829
2023-03-19,13,전라북도,551.211436,0.021695
2023-03-19,14,전라북도,567.5499,1.461513
2023-03-19,15,전라북도,559.312058,3.9708
2023-03-19,16,전라북도,467.743204,7.843974
2023-03-19,17,전라북도,315.253681,9.184358
2023-03-19,18,전라북도,151.981204,10.232131
2023-03-19,19,전라북도,57.422419,17.763339
2023-03-19,20,전라북도,63.355397,8.844742
2023-03-19,21,전라북도,58.101739,2.2908
2023-03-19,22,전라북도,44.786065,0.133784
2023-03-19,23,전라북도,26.523595,0.124745
2023-03-19,24,전라북도,7.644741,0.408316
2023-03-19,01,충청남도,4.767129,0
2023-03-19,02,충청남도,2.82194,0
2023-03-19,03,충청남도,0.26759,0
2023-03-19,04,충청남도,0.002632,0
2023-03-19,05,충청남도,0,0
2023-03-19,06,충청남도,0,0
2023-03-19,07,충청남도,0.448419,0
2023-03-19,08,충청남도,37.190512,0
2023-03-19,09,충청남도,145.680202,0
2023-03-19,10,충청남도,308.297707,0
2023-03-19,11,충청남도,380.367693,0.1098
2023-03-19,12,충청남도,455.074865,0.18
2023-03-19,13,충청남도,492.999386,0.045
2023-03-19,14,충청남도,512.438208,0
2023-03-19,15,충청남도,547.854884,0.0864
2023-03-19,16,충청남도,459.755376,0.0576
2023-03-19,17,충청남도,315.072206,0.0792
2023-03-19,18,충청남도,181.570391,0.1854
2023-03-19,19,충청남도,112.728248,0.1296
2023-03-19,20,충청남도,123.953468,0.0126
2023-03-19,21,충청남도,87.36545,0
2023-03-19,22,충청남도,66.109568,0
2023-03-19,23,충청남도,41.384647,0
2023-03-19,24,충청남도,12.947475,0
2023-03-19,01,충청북도,1.251688,0
2023-03-19,02,충청북도,0.1206,0
2023-03-19,03,충청북도,0.042,0
2023-03-19,04,충청북도,0.2494,0
2023-03-19,05,충청북도,0.2642,0
2023-03-19,06,충청북도,0.2652,0
2023-03-19,07,충청북도,0.761008,0
2023-03-19,08,충청북도,22.421066,0
2023-03-19,09,충청북도,81.648807,0
2023-03-19,10,충청북도,150.391668,0
2023-03-19,11,충청북도,159.837176,0
2023-03-19,12,충청북도,183.295711,0
2023-03-19,13,충청북도,194.505103,0
2023-03-19,14,충청북도,196.427051,0
2023-03-19,15,충청북도,208.638867,0
2023-03-19,16,충청북도,175.288942,0
2023-03-19,17,충청북도,112.226265,0
2023-03-19,18,충청북도,56.987778,0
2023-03-19,19,충청북도,29.174538,0
2023-03-19,20,충청북도,37.449969,0
2023-03-19,21,충청북도,50.157826,0
2023-03-19,22,충청북도,40.796658,0
2023-03-19,23,충청북도,24.06717,0
2023-03-19,24,충청북도,8.12059,0
2023-03-19,01,제주도,0.00028,163.337095
2023-03-19,02,제주도,0.191836,142.037478
2023-03-19,03,제주도,0.148404,125.732723
2023-03-19,04,제주도,0.137164,139.966975
2023-03-19,05,제주도,0.068376,153.420285
2023-03-19,06,제주도,0.03924,188.355512
2023-03-19,07,제주도,0.706706,164.121206
2023-03-19,08,제주도,23.572635,137.457028
2023-03-19,09,제주도,81.755021,139.312756
2023-03-19,10,제주도,184.613069,75.797577
2023-03-19,11,제주도,240.884698,8.648462
2023-03-19,12,제주도,236.374425,1.97562
2023-03-19,13,제주도,229.967398,1.57184
2023-03-19,14,제주도,215.946841,1.765184
2023-03-19,15,제주도,209.629621,1.415563
2023-03-19,16,제주도,176.892481,5.196639
2023-03-19,17,제주도,112.691819,4.634047
2023-03-19,18,제주도,45.950615,3.051227
2023-03-19,19,제주도,9.420905,6.957789
2023-03-19,20,제주도,7.476484,9.412907
2023-03-19,21,제주도,7.477973,5.223316
2023-03-19,22,제주도,5.139599,3.322737
2023-03-19,23,제주도,2.352562,3.217389
2023-03-19,24,제주도,0.460008,3.749773
2023-03-19,01,서울시,0,0
2023-03-19,02,서울시,0,0
2023-03-19,03,서울시,0,0
2023-03-19,04,서울시,0,0
2023-03-19,05,서울시,0,0
2023-03-19,06,서울시,0,0
2023-03-19,07,서울시,0.012784,0
2023-03-19,08,서울시,1.062401,0
2023-03-19,09,서울시,4.038255,0
2023-03-19,10,서울시,7.439459,0
2023-03-19,11,서울시,10.094823,0
2023-03-19,12,서울시,11.841954,0
2023-03-19,13,서울시,12.364948,0
2023-03-19,14,서울시,12.271599,0
2023-03-19,15,서울시,10.873277,0
2023-03-19,16,서울시,9.161218,0
2023-03-19,17,서울시,6.224094,0
2023-03-19,18,서울시,2.466379,0
2023-03-19,19,서울시,0.279459,0
2023-03-19,20,서울시,0.05304,0
2023-03-19,21,서울시,0.05296,0
2023-03-19,22,서울시,0.05304,0
2023-03-19,23,서울시,0.03896,0
2023-03-19,24,서울시,0,0
2023-03-19,01,인천시,4.17144,1.39794
2023-03-19,02,인천시,0.17952,0.559495
2023-03-19,03,인천시,0,1.231663
2023-03-19,04,인천시,0,0.349285
2023-03-19,05,인천시,0,0.15936
2023-03-19,06,인천시,0.00008,0
2023-03-19,07,인천시,0.025712,0
2023-03-19,08,인천시,2.595219,0.312706
2023-03-19,09,인천시,10.541468,0.626259
2023-03-19,10,인천시,17.648375,8.424748
2023-03-19,11,인천시,21.139307,8.170401
2023-03-19,12,인천시,25.997292,0.500708
2023-03-19,13,인천시,27.938153,0.00192
2023-03-19,14,인천시,30.912283,0.01152
2023-03-19,15,인천시,29.095466,0.10752
2023-03-19,16,인천시,24.879218,0.087174
2023-03-19,17,인천시,16.190845,0
2023-03-19,18,인천시,7.078947,0
2023-03-19,19,인천시,1.785895,0
2023-03-19,20,인천시,1.811794,0
2023-03-19,21,인천시,1.538739,0
2023-03-19,22,인천시,0.812384,0
2023-03-19,23,인천시,4.09248,0.070773
2023-03-19,24,인천시,4.3908,0.107565
2023-03-19,01,대전시,0,0
2023-03-19,02,대전시,0,0
2023-03-19,03,대전시,0,0
2023-03-19,04,대전시,0,0
2023-03-19,05,대전시,0,0
2023-03-19,06,대전시,0,0
2023-03-19,07,대전시,0.085308,0
2023-03-19,08,대전시,1.060559,0
2023-03-19,09,대전시,3.404127,0
2023-03-19,10,대전시,5.975085,0
2023-03-19,11,대전시,7.979773,0
2023-03-19,12,대전시,9.396754,0
2023-03-19,13,대전시,9.98104,0
2023-03-19,14,대전시,9.925252,0
2023-03-19,15,대전시,8.993087,0
2023-03-19,16,대전시,7.001965,0
2023-03-19,17,대전시,4.314911,0
2023-03-19,18,대전시,1.681027,0
2023-03-19,19,대전시,0.140129,0
2023-03-19,20,대전시,0,0
2023-03-19,21,대전시,0,0
2023-03-19,22,대전시,0,0
2023-03-19,23,대전시,0,0
2023-03-19,24,대전시,0,0
2023-03-19,01,광주시,0,0
2023-03-19,02,광주시,0,0
2023-03-19,03,광주시,0,0
2023-03-19,04,광주시,0,0
2023-03-19,05,광주시,0,0
2023-03-19,06,광주시,0,0
2023-03-19,07,광주시,0.065274,0
2023-03-19,08,광주시,3.706176,0
2023-03-19,09,광주시,14.013268,0
2023-03-19,10,광주시,26.626009,0
2023-03-19,11,광주시,35.008234,0
2023-03-19,12,광주시,40.901983,0
2023-03-19,13,광주시,43.360819,0
2023-03-19,14,광주시,42.666907,0
2023-03-19,15,광주시,40.429347,0
2023-03-19,16,광주시,33.039698,0
2023-03-19,17,광주시,21.109899,0
2023-03-19,18,광주시,9.744858,0
2023-03-19,19,광주시,3.550286,0
2023-03-19,20,광주시,2.66254,0
2023-03-19,21,광주시,1.88674,0
2023-03-19,22,광주시,1.08518,0
2023-03-19,23,광주시,0.54146,0
2023-03-19,24,광주시,0.17392,0
2023-03-19,01,대구시,0,0
2023-03-19,02,대구시,0,0
2023-03-19,03,대구시,0,0
2023-03-19,04,대구시,0,0
2023-03-19,05,대구시,0,0
2023-03-19,06,대구시,0,0
2023-03-19,07,대구시,0.114358,0
2023-03-19,08,대구시,4.28518,0
2023-03-19,09,대구시,15.216928,0
2023-03-19,10,대구시,26.094998,0
2023-03-19,11,대구시,31.806503,0
2023-03-19,12,대구시,35.99347,0
2023-03-19,13,대구시,38.125312,0
2023-03-19,14,대구시,38.730362,0
2023-03-19,15,대구시,36.886155,0
2023-03-19,16,대구시,29.674603,0
2023-03-19,17,대구시,19.198937,0
2023-03-19,18,대구시,7.174627,0
2023-03-19,19,대구시,1.083816,0
2023-03-19,20,대구시,2.809108,0
2023-03-19,21,대구시,2.92174,0
2023-03-19,22,대구시,2.69342,0
2023-03-19,23,대구시,0.93972,0
2023-03-19,24,대구시,0.035784,0
2023-03-19,01,세종시,0,0
2023-03-19,02,세종시,0,0
2023-03-19,03,세종시,0,0
2023-03-19,04,세종시,0,0
2023-03-19,05,세종시,0,0
2023-03-19,06,세종시,0,0
2023-03-19,07,세종시,0.045556,0
2023-03-19,08,세종시,2.134279,0
2023-03-19,09,세종시,7.270607,0
2023-03-19,10,세종시,13.268265,0
2023-03-19,11,세종시,16.338059,0
2023-03-19,12,세종시,19.108323,0
2023-03-19,13,세종시,20.912256,0
2023-03-19,14,세종시,20.93415,0
2023-03-19,15,세종시,18.809585,0
2023-03-19,16,세종시,15.468582,0
2023-03-19,17,세종시,9.97828,0
2023-03-19,18,세종시,5.398059,0
2023-03-19,19,세종시,2.016216,0
2023-03-19,20,세종시,1.634752,0
2023-03-19,21,세종시,1.124401,0
2023-03-19,22,세종시,0.732197,0
2023-03-19,23,세종시,0.415334,0
2023-03-19,24,세종시,0,0
2023-03-19,01,울산시,0,0
2023-03-19,02,울산시,0,0
2023-03-19,03,울산시,0,0
2023-03-19,04,울산시,0,0
2023-03-19,05,울산시,0,0
2023-03-19,06,울산시,0,0
2023-03-19,07,울산시,0.114855,0
2023-03-19,08,울산시,3.255591,0
2023-03-19,09,울산시,10.443856,0
2023-03-19,10,울산시,17.525922,0
2023-03-19,11,울산시,22.332722,0
2023-03-19,12,울산시,25.321962,0
2023-03-19,13,울산시,26.431505,0
2023-03-19,14,울산시,25.519575,0
2023-03-19,15,울산시,22.826959,0
2023-03-19,16,울산시,18.165547,0
2023-03-19,17,울산시,11.612187,0
2023-03-19,18,울산시,4.361362,0
2023-03-19,19,울산시,0.478387,0
2023-03-19,20,울산시,0.36724,0
2023-03-19,21,울산시,0.36496,0
2023-03-19,22,울산시,0.30536,0
2023-03-19,23,울산시,0.1512,0
2023-03-19,24,울산시,0,0
2023-03-19,01,부산시,0,0
2023-03-19,02,부산시,0,0
2023-03-19,03,부산시,0,0
2023-03-19,04,부산시,0,0
2023-03-19,05,부산시,0,0
2023-03-19,06,부산시,0,0
2023-03-19,07,부산시,0.3889,0
2023-03-19,08,부산시,10.434891,0
2023-03-19,09,부산시,31.545532,0
2023-03-19,10,부산시,51.951133,0
2023-03-19,11,부산시,64.691363,0
2023-03-19,12,부산시,72.501264,0
2023-03-19,13,부산시,75.263935,0
2023-03-19,14,부산시,73.56799,0
2023-03-19,15,부산시,66.322809,0
2023-03-19,16,부산시,52.958411,0
2023-03-19,17,부산시,33.176728,0
2023-03-19,18,부산시,12.4721,0
2023-03-19,19,부산시,2.81245,0
2023-03-19,20,부산시,2.54712,0
2023-03-19,21,부산시,2.11208,0
2023-03-19,22,부산시,1.3276,0
2023-03-19,23,부산시,0.24736,0
2023-03-19,24,부산시,0.02836,0
2023-03-20,01,경기도,1.714597,0
2023-03-20,02,경기도,0.44608,0
2023-03-20,03,경기도,0,0
2023-03-20,04,경기도,0,0
2023-03-20,05,경기도,0,0
2023-03-20,06,경기도,0,0
2023-03-20,07,경기도,0.328006,0
2023-03-20,08,경기도,17.209085,0
2023-03-20,09,경기도,60.93076,0
2023-03-20,10,경기도,121.963834,0
2023-03-20,11,경기도,151.305614,0.000723
2023-03-20,12,경기도,162.720024,0
2023-03-20,13,경기도,179.581284,0
2023-03-20,14,경기도,191.417971,0
2023-03-20,15,경기도,185.05745,0
2023-03-20,16,경기도,155.672976,0.066169
2023-03-20,17,경기도,99.042051,0.184942
2023-03-20,18,경기도,43.473673,0.199042
2023-03-20,19,경기도,15.668917,0.098155
2023-03-20,20,경기도,16.130398,0.033988
2023-03-20,21,경기도,19.451285,0.005965
2023-03-20,22,경기도,17.296058,0
2023-03-20,23,경기도,11.367721,0
2023-03-20,24,경기도,4.80751,0.010123
2023-03-20,01,강원도,2.532791,115.047921
2023-03-20,02,강원도,1.089414,130.964348
2023-03-20,03,강원도,0.104368,160.677126
2023-03-20,04,강원도,0.0004,141.293225
2023-03-20,05,강원도,0,152.583193
2023-03-20,06,강원도,0,155.134512
2023-03-20,07,강원도,1.459892,123.686127
2023-03-20,08,강원도,46.309149,94.960412
2023-03-20,09,강원도,131.438095,68.229222
2023-03-20,10,강원도,243.104275,50.591453
2023-03-20,11,강원도,266.153628,37.588893
2023-03-20,12,강원도,283.456203,43.438616
2023-03-20,13,강원도,291.720108,58.1313
2023-03-20,14,강원도,301.191685,62.400719
2023-03-20,15,강원도,271.082477,81.609375
2023-03-20,16,강원도,263.324347,103.649285
2023-03-20,17,강원도,187.111775,91.314069
2023-03-20,18,강원도,79.484871,88.466422
2023-03-20,19,강원도,60.084583,82.912248
2023-03-20,20,강원도,75.808019,85.865605
2023-03-20,21,강원도,79.033088,75.859732
2023-03-20,22,강원도,69.110465,61.411465
2023-03-20,23,강원도,36.548998,76.01646
2023-03-20,24,강원도,6.669061,94.631458
2023-03-20,01,경상남도,1.717808,3.167634
2023-03-20,02,경상남도,0.69828,2.418612
2023-03-20,03,경상남도,0.64992,2.366741
2023-03-20,04,경상남도,0.59328,1.927226
2023-03-20,05,경상남도,0.59328,1.211899
2023-03-20,06,경상남도,0.59232,0.491747
2023-03-20,07,경상남도,1.50712,2.138974
2023-03-20,08,경상남도,36.574651,2.590004
2023-03-20,09,경상남도,124.756667,1.220646
2023-03-20,10,경상남도,212.724023,2.349372
2023-03-20,11,경상남도,249.156048,2.032371
2023-03-20,12,경상남도,291.262036,2.292764
2023-03-20,13,경상남도,311.350843,2.219463
2023-03-20,14,경상남도,313.379135,3.716273
2023-03-20,15,경상남도,285.129892,4.358236
2023-03-20,16,경상남도,222.162424,5.078785
2023-03-20,17,경상남도,133.545984,6.620817
2023-03-20,18,경상남도,51.961239,5.049789
2023-03-20,19,경상남도,26.958846,7.807314
2023-03-20,20,경상남도,31.527017,9.025313
2023-03-20,21,경상남도,32.874135,6.815703
2023-03-20,22,경상남도,22.435247,8.140781
2023-03-20,23,경상남도,13.731222,9.063657
2023-03-20,24,경상남도,5.590901,13.740897
2023-03-20,01,경상북도,5.390473,35.281192
2023-03-20,02,경상북도,2.221128,58.337411
2023-03-20,03,경상북도,0.139772,70.396046
2023-03-20,04,경상북도,0.012655,81.064398
2023-03-20,05,경상북도,0,77.908515
2023-03-20,06,경상북도,0,73.215829
2023-03-20,07,경상북도,1.833058,56.697265
2023-03-20,08,경상북도,55.513086,45.171712
2023-03-20,09,경상북도,185.346845,24.201847
2023-03-20,10,경상북도,334.51884,33.334212
2023-03-20,11,경상북도,368.12187,36.027943
2023-03-20,12,경상북도,409.188275,39.497479
2023-03-20,13,경상북도,436.690487,40.134885
2023-03-20,14,경상북도,436.683703,33.916933
2023-03-20,15,경상북도,421.982425,46.629876
2023-03-20,16,경상북도,351.045538,54.829315
2023-03-20,17,경상북도,227.624276,64.128169
2023-03-20,18,경상북도,87.927037,68.177092
2023-03-20,19,경상북도,39.640287,51.242718
2023-03-20,20,경상북도,65.239196,37.416079
2023-03-20,21,경상북도,71.314584,26.739171
2023-03-20,22,경상북도,64.644086,29.931524
2023-03-20,23,경상북도,42.969304,52.733178
2023-03-20,24,경상북도,15.523901,122.992006
2023-03-20,01,전라남도,3.299546,1.161341
2023-03-20,02,전라남도,0.389564,0.14738
2023-03-20,03,전라남도,0.020272,0.320082
2023-03-20,04,전라남도,0.00864,1.867185
2023-03-20,05,전라남도,0,0.587498
2023-03-20,06,전라남도,0.013228,0.42327
2023-03-20,07,전라남도,2.511735,0.732981
2023-03-20,08,전라남도,179.497235,0.04181
2023-03-20,09,전라남도,644.918524,0
2023-03-20,10,전라남도,1171.637237,11.431076
2023-03-20,11,전라남도,1070.525253,11.936457
2023-03-20,12,전라남도,1229.443434,11.381507
2023-03-20,13,전라남도,1317.411388,2.972344
2023-03-20,14,전라남도,1375.523033,5.919549
2023-03-20,15,전라남도,1366.117533,8.757388
2023-03-20,16,전라남도,1062.222263,8.226453
2023-03-20,17,전라남도,593.135364,4.601903
2023-03-20,18,전라남도,603.862852,4.318199
2023-03-20,19,전라남도,504.578935,2.742574
2023-03-20,20,전라남도,503.544709,2.550529
2023-03-20,21,전라남도,468.154311,2.0034
2023-03-20,22,전라남도,303.986732,2.130848
2023-03-20,23,전라남도,73.997458,0.644978
2023-03-20,24,전라남도,27.760028,0.342549
2023-03-20,01,전라북도,1.83243,1.689039
2023-03-20,02,전라북도,0.631314,0.337808
2023-03-20,03,전라북도,0.346839,0
2023-03-20,04,전라북도,0.038892,0
2023-03-20,05,전라북도,0.022252,0
2023-03-20,06,전라북도,0,0
2023-03-20,07,전라북도,1.04461,0
2023-03-20,08,전라북도,57.219565,0
2023-03-20,09,전라북도,207.869197,0
2023-03-20,10,전라북도,378.746956,0
2023-03-20,11,전라북도,445.640994,0.820784
2023-03-20,12,전라북도,507.986514,0.357963
2023-03-20,13,전라북도,541.546741,1.681808
2023-03-20,14,전라북도,554.115555,4.997847
2023-03-20,15,전라북도,442.498402,9.734065
2023-03-20,16,전라북도,415.756694,7.850443
2023-03-20,17,전라북도,232.165917,3.131519
2023-03-20,18,전라북도,113.663441,0.070508
2023-03-20,19,전라북도,58.070921,0.014463
2023-03-20,20,전라북도,64.21485,0
2023-03-20,21,전라북도,57.151307,0
2023-03-20,22,전라북도,43.818016,0
2023-03-20,23,전라북도,26.575882,0
2023-03-20,24,전라북도,6.948846,0
2023-03-20,01,충청남도,4.790783,0
2023-03-20,02,충청남도,2.814676,0
2023-03-20,03,충청남도,0.253898,0
2023-03-20,04,충청남도,0.004144,0.0054
2023-03-20,05,충청남도,0,0
2023-03-20,06,충청남도,0,0
2023-03-20,07,충청남도,0.424056,0
2023-03-20,08,충청남도,47.052286,0
2023-03-20,09,충청남도,196.66653,0
2023-03-20,10,충청남도,348.207056,0
2023-03-20,11,충청남도,373.951667,0
2023-03-20,12,충청남도,433.34435,0
2023-03-20,13,충청남도,490.901581,0
2023-03-20,14,충청남도,511.070895,0.0702
2023-03-20,15,충청남도,535.636327,0.0738
2023-03-20,16,충청남도,442.607119,0
2023-03-20,17,충청남도,305.276268,0
2023-03-20,18,충청남도,156.362744,0
2023-03-20,19,충청남도,115.500861,0
2023-03-20,20,충청남도,124.968558,0
2023-03-20,21,충청남도,84.294854,0
2023-03-20,22,충청남도,64.134222,0
2023-03-20,23,충청남도,40.500518,0
2023-03-20,24,충청남도,13.274671,0
2023-03-20,01,충청북도,1.251867,0
2023-03-20,02,충청북도,0.15024,0
2023-03-20,03,충청북도,0.0522,0
2023-03-20,04,충청북도,0.2494,0
2023-03-20,05,충청북도,0.2644,0
2023-03-20,06,충청북도,0.2646,0
2023-03-20,07,충청북도,0.793064,0
2023-03-20,08,충청북도,19.649177,0
2023-03-20,09,충청북도,73.991223,0
2023-03-20,10,충청북도,141.292891,0
2023-03-20,11,충청북도,143.817296,0
2023-03-20,12,충청북도,164.260949,0
2023-03-20,13,충청북도,169.522787,0
2023-03-20,14,충청북도,173.47778,0
2023-03-20,15,충청북도,179.207119,0
2023-03-20,16,충청북도,157.504459,0
2023-03-20,17,충청북도,104.044729,0
2023-03-20,18,충청북도,50.394272,0
2023-03-20,19,충청북도,27.949485,0
2023-03-20,20,충청북도,37.408088,0
2023-03-20,21,충청북도,48.000197,0
2023-03-20,22,충청북도,37.985311,0
2023-03-20,23,충청북도,21.632217,0
2023-03-20,24,충청북도,7.950943,0
2023-03-20,01,제주도,0.000516,4.837731
2023-03-20,02,제주도,0.191844,3.941044
2023-03-20,03,제주도,0.15472,3.698441
2023-03-20,04,제주도,0.137,1.449005
2023-03-20,05,제주도,0.06864,2.677226
2023-03-20,06,제주도,0.034936,4.321162
2023-03-20,07,제주도,0.513457,0.3876
2023-03-20,08,제주도,16.760032,0.228
2023-03-20,09,제주도,73.445523,0.89544
2023-03-20,10,제주도,95.393317,0.418931
2023-03-20,11,제주도,105.523847,1.931735
2023-03-20,12,제주도,118.291,5.540075
2023-03-20,13,제주도,66.004986,5.977179
2023-03-20,14,제주도,66.384119,9.771517
2023-03-20,15,제주도,66.06784,10.062593
2023-03-20,16,제주도,59.068614,6.80111
2023-03-20,17,제주도,57.597602,6.528091
2023-03-20,18,제주도,20.379536,3.055644
2023-03-20,19,제주도,4.762097,6.433169
2023-03-20,20,제주도,4.555627,4.952698
2023-03-20,21,제주도,2.69761,6.828307
2023-03-20,22,제주도,0.550025,8.4122
2023-03-20,23,제주도,0.016148,3.911021
2023-03-20,24,제주도,0.000472,4.162815
2023-03-20,01,서울시,0,0
2023-03-20,02,서울시,0,0
2023-03-20,03,서울시,0,0
2023-03-20,04,서울시,0,0
2023-03-20,05,서울시,0,0
2023-03-20,06,서울시,0,0
2023-03-20,07,서울시,0.017998,0
2023-03-20,08,서울시,0.967099,0
2023-03-20,09,서울시,3.309548,0
2023-03-20,10,서울시,7.244797,0
2023-03-20,11,서울시,9.087022,0
2023-03-20,12,서울시,10.063373,0
2023-03-20,13,서울시,12.378542,0
2023-03-20,14,서울시,11.543768,0
2023-03-20,15,서울시,10.617239,0
2023-03-20,16,서울시,8.525476,0
2023-03-20,17,서울시,5.43045,0
2023-03-20,18,서울시,1.958881,0
2023-03-20,19,서울시,0.231311,0
2023-03-20,20,서울시,0.05288,0
2023-03-20,21,서울시,0.05296,0
2023-03-20,22,서울시,0.05296,0
2023-03-20,23,서울시,0.03864,0
2023-03-20,24,서울시,0,0
2023-03-20,01,인천시,4.18944,0
2023-03-20,02,인천시,0.1776,0
2023-03-20,03,인천시,0.00008,0
2023-03-20,04,인천시,0,0
2023-03-20,05,인천시,0,0
2023-03-20,06,인천시,0,0
2023-03-20,07,인천시,0.014759,0
2023-03-20,08,인천시,1.510145,0
2023-03-20,09,인천시,7.06734,0
2023-03-20,10,인천시,17.525597,0
2023-03-20,11,인천시,19.057144,0
2023-03-20,12,인천시,23.131381,0
2023-03-20,13,인천시,28.319695,0
2023-03-20,14,인천시,32.183992,0
